sentence,extracted_noun,extracted_adj,language,city,osm_key,osm_value,target_label
karachi ke saddar main aik bohat mashoor silai markaz hai.,silai markaz,mashoor,ur,Karachi,shop,tailor,shop__tailor
is there any cheap cafe open in karachi right now?,cafe,cheap,en,Karachi,amenity,cafe,amenity__cafe
i am looking for a clean tailor shop near bahria town.,tailor shop,clean,en,Rawalpindi,shop,tailor,shop__tailor
hum ne anarkali main aik bada dukaan dekha.,dukaan,bada,ur,Lahore,shop,convenience,shop__convenience
is there any affordable boutique open in peshawar right now?,boutique,affordable,en,Peshawar,shop,clothes,shop__clothes
suna hai ke islamabad main sab se pur-sukoon sauda salf ki dukaan wahan hai.,sauda salf ki dukaan,pur-sukoon,ur,Islamabad,shop,convenience,shop__convenience
we visited the most cheap precinct in karachi yesterday.,precinct,cheap,en,Karachi,amenity,police,amenity__police
mujhay karkhano ke qareeb koi rush wala chowki chahiye.,chowki,rush wala,ur,Peshawar,amenity,police,amenity__police
there is a famous boutique in bahria town which is very best.,boutique,best,en,Rawalpindi,shop,clothes,shop__clothes
clifton main jo ground hai wo bohat qareebi hai.,ground,qareebi,ur,Karachi,leisure,park,leisure__park
is there any popular bistro open in karachi right now?,bistro,popular,en,Karachi,amenity,restaurant,amenity__restaurant
we visited the most affordable tea house in islamabad yesterday.,tea house,affordable,en,Islamabad,amenity,cafe,amenity__cafe
is there any crowded tailor shop open in islamabad right now?,tailor shop,crowded,en,Islamabad,shop,tailor,shop__tailor
we visited the most popular eatery in peshawar yesterday.,eatery,popular,en,Peshawar,amenity,restaurant,amenity__restaurant
hum ne raja bazaar main aik qareebi sair gah dekha.,sair gah,qareebi,ur,Rawalpindi,leisure,park,leisure__park
does rawalpindi have any popular police station for tourists?,police station,popular,en,Rawalpindi,amenity,police,amenity__police
we visited the most luxury cafe in karachi yesterday.,cafe,luxury,en,Karachi,amenity,cafe,amenity__cafe
agar mehnga guest house dhoond rahay ho to commercial market jao.,guest house,mehnga,ur,Rawalpindi,tourism,hotel,tourism__hotel
we visited the most affordable hotel in islamabad yesterday.,hotel,affordable,en,Islamabad,tourism,hotel,tourism__hotel
kya rawalpindi main koi mehnga chowki khula hai?,chowki,mehnga,ur,Rawalpindi,amenity,police,amenity__police
agar saaf suthra ground dhoond rahay ho to saddar jao.,ground,saaf suthra,ur,Karachi,leisure,park,leisure__park
is there any best boutique open in islamabad right now?,boutique,best,en,Islamabad,shop,clothes,shop__clothes
gulshan wala guest house kaafi pur-sukoon hai.,guest house,pur-sukoon,ur,Karachi,tourism,hotel,tourism__hotel
"avoid the lodge in gulshan, it is not oldest.",lodge,oldest,en,Karachi,tourism,hotel,tourism__hotel
raja bazaar wala khanay ka center kaafi behtareen hai.,khanay ka center,behtareen,ur,Rawalpindi,amenity,restaurant,amenity__restaurant
can you recommend a clean police station around saddar?,police station,clean,en,Karachi,amenity,police,amenity__police
suna hai ke lahore main sab se lajawab quetta tea hotel wahan hai.,quetta tea hotel,lajawab,ur,Lahore,amenity,cafe,amenity__cafe
there is a famous tailor shop in saddar which is very cheap.,tailor shop,cheap,en,Karachi,shop,tailor,shop__tailor
hum ne bahria town main aik mashoor guest house dekha.,guest house,mashoor,ur,Rawalpindi,tourism,hotel,tourism__hotel
the commercial market in rawalpindi has an biggest precinct.,precinct,biggest,en,Rawalpindi,amenity,police,amenity__police
islamabad ke blue area main aik bohat khubsurat darzi hai.,darzi,khubsurat,ur,Islamabad,shop,tailor,shop__tailor
kya rawalpindi main koi mehnga sair gah khula hai?,sair gah,mehnga,ur,Rawalpindi,leisure,park,leisure__park
kya peshawar main koi behtareen kiryana store khula hai?,kiryana store,behtareen,ur,Peshawar,shop,convenience,shop__convenience
agar sasta darzi dhoond rahay ho to defence jao.,darzi,sasta,ur,Karachi,shop,tailor,shop__tailor
mujhay defence ke qareeb koi mashoor darzi chahiye.,darzi,mashoor,ur,Karachi,shop,tailor,shop__tailor
does lahore have any luxury park for tourists?,park,luxury,en,Lahore,leisure,park,leisure__park
we visited the most affordable cafe in karachi yesterday.,cafe,affordable,en,Karachi,amenity,cafe,amenity__cafe
suna hai ke islamabad main sab se khubsurat police station wahan hai.,police station,khubsurat,ur,Islamabad,amenity,police,amenity__police
there is a famous coffee shop in saddar which is very affordable.,coffee shop,affordable,en,Karachi,amenity,cafe,amenity__cafe
can you recommend a cheap hotel around f-11 markaz?,hotel,cheap,en,Islamabad,tourism,hotel,tourism__hotel
"avoid the guest house in liberty market, it is not historic.",guest house,historic,en,Lahore,tourism,hotel,tourism__hotel
hum ne mall road main aik pur-sukoon sair gah dekha.,sair gah,pur-sukoon,ur,Lahore,leisure,park,leisure__park
does rawalpindi have any biggest precinct for tourists?,precinct,biggest,en,Rawalpindi,amenity,police,amenity__police
the mall road in lahore has an famous jogging track.,jogging track,famous,en,Lahore,leisure,park,leisure__park
mujhay blue area ke qareeb koi purana general store chahiye.,general store,purana,ur,Islamabad,shop,convenience,shop__convenience
kya islamabad main koi mashoor quetta tea hotel khula hai?,quetta tea hotel,mashoor,ur,Islamabad,amenity,cafe,amenity__cafe
f-7 wala tailor shop kaafi pur-sukoon hai.,tailor shop,pur-sukoon,ur,Islamabad,shop,tailor,shop__tailor
i am looking for a famous mini mart near raja bazaar.,mini mart,famous,en,Rawalpindi,shop,convenience,shop__convenience
f-7 wala musafir khana kaafi khubsurat hai.,musafir khana,khubsurat,ur,Islamabad,tourism,hotel,tourism__hotel
gulshan wala thana kaafi rush wala hai.,thana,rush wala,ur,Karachi,amenity,police,amenity__police
mujhay gulshan ke qareeb koi khubsurat ground chahiye.,ground,khubsurat,ur,Karachi,leisure,park,leisure__park
i am looking for a biggest tailor shop near saddar.,tailor shop,biggest,en,Karachi,shop,tailor,shop__tailor
hum ne commercial market main aik saaf suthra chowki dekha.,chowki,saaf suthra,ur,Rawalpindi,amenity,police,amenity__police
we visited the most luxury convenience store in peshawar yesterday.,convenience store,luxury,en,Peshawar,shop,convenience,shop__convenience
we visited the most oldest police station in peshawar yesterday.,police station,oldest,en,Peshawar,amenity,police,amenity__police
i am looking for a best lodge near tariq road.,lodge,best,en,Karachi,tourism,hotel,tourism__hotel
the mall road in lahore has an cheap precinct.,precinct,cheap,en,Lahore,amenity,police,amenity__police
mujhay f-11 markaz ke qareeb koi khubsurat quetta tea hotel chahiye.,quetta tea hotel,khubsurat,ur,Islamabad,amenity,cafe,amenity__cafe
suna hai ke rawalpindi main sab se bada chai wala wahan hai.,chai wala,bada,ur,Rawalpindi,amenity,cafe,amenity__cafe
mujhay clifton ke qareeb koi sasta kiryana store chahiye.,kiryana store,sasta,ur,Karachi,shop,convenience,shop__convenience
i am looking for a nearby tuck shop near bahria town.,tuck shop,nearby,en,Rawalpindi,shop,convenience,shop__convenience
"avoid the cafe in g-9, it is not historic.",cafe,historic,en,Islamabad,amenity,cafe,amenity__cafe
mujhay saddar ke qareeb koi lajawab chowki chahiye.,chowki,lajawab,ur,Rawalpindi,amenity,police,amenity__police
kya rawalpindi main koi bada ground khula hai?,ground,bada,ur,Rawalpindi,leisure,park,leisure__park
does islamabad have any luxury resort for tourists?,resort,luxury,en,Islamabad,tourism,hotel,tourism__hotel
we visited the most biggest resort in karachi yesterday.,resort,biggest,en,Karachi,tourism,hotel,tourism__hotel
kya karachi main koi khubsurat chowki khula hai?,chowki,khubsurat,ur,Karachi,amenity,police,amenity__police
kya rawalpindi main koi rush wala hotel khula hai?,hotel,rush wala,ur,Rawalpindi,tourism,hotel,tourism__hotel
there is a famous tailor shop in university road which is very famous.,tailor shop,famous,en,Peshawar,shop,tailor,shop__tailor
the karkhano in peshawar has an affordable tuck shop.,tuck shop,affordable,en,Peshawar,shop,convenience,shop__convenience
kya peshawar main koi mashoor police station khula hai?,police station,mashoor,ur,Peshawar,amenity,police,amenity__police
i am looking for a crowded eatery near raja bazaar.,eatery,crowded,en,Rawalpindi,amenity,restaurant,amenity__restaurant
i am looking for a biggest lodge near dha.,lodge,biggest,en,Lahore,tourism,hotel,tourism__hotel
there is a famous precinct in saddar which is very historic.,precinct,historic,en,Peshawar,amenity,police,amenity__police
i am looking for a biggest playground near hayatabad.,playground,biggest,en,Peshawar,leisure,park,leisure__park
suna hai ke rawalpindi main sab se lajawab sauda salf ki dukaan wahan hai.,sauda salf ki dukaan,lajawab,ur,Rawalpindi,shop,convenience,shop__convenience
liberty market main jo restaurant hai wo bohat saaf suthra hai.,restaurant,saaf suthra,ur,Lahore,amenity,restaurant,amenity__restaurant
suna hai ke rawalpindi main sab se khubsurat boutique wahan hai.,boutique,khubsurat,ur,Rawalpindi,shop,clothes,shop__clothes
i am looking for a affordable tea house near university road.,tea house,affordable,en,Peshawar,amenity,cafe,amenity__cafe
hayatabad wala cloth market kaafi mehnga hai.,cloth market,mehnga,ur,Peshawar,shop,clothes,shop__clothes
kya islamabad main koi behtareen kiryana store khula hai?,kiryana store,behtareen,ur,Islamabad,shop,convenience,shop__convenience
is there any cheap tuck shop open in peshawar right now?,tuck shop,cheap,en,Peshawar,shop,convenience,shop__convenience
is there any crowded guest house open in peshawar right now?,guest house,crowded,en,Peshawar,tourism,hotel,tourism__hotel
hum ne gulshan main aik khubsurat bagh dekha.,bagh,khubsurat,ur,Karachi,leisure,park,leisure__park
peshawar ke saddar main aik bohat purana park hai.,park,purana,ur,Peshawar,leisure,park,leisure__park
clifton main jo thana hai wo bohat bada hai.,thana,bada,ur,Karachi,amenity,police,amenity__police
saddar main jo silai markaz hai wo bohat rush wala hai.,silai markaz,rush wala,ur,Karachi,shop,tailor,shop__tailor
mujhay defence ke qareeb koi mehnga thana chahiye.,thana,mehnga,ur,Karachi,amenity,police,amenity__police
islamabad ke centaurus main aik bohat khubsurat sauda salf ki dukaan hai.,sauda salf ki dukaan,khubsurat,ur,Islamabad,shop,convenience,shop__convenience
the tariq road in karachi has an clean precinct.,precinct,clean,en,Karachi,amenity,police,amenity__police
peshawar ke university road main aik bohat pur-sukoon bagh hai.,bagh,pur-sukoon,ur,Peshawar,leisure,park,leisure__park
is there any historic mini mart open in islamabad right now?,mini mart,historic,en,Islamabad,shop,convenience,shop__convenience
does peshawar have any nearby bistro for tourists?,bistro,nearby,en,Peshawar,amenity,restaurant,amenity__restaurant
peshawar ke university road main aik bohat qareebi bagh hai.,bagh,qareebi,ur,Peshawar,leisure,park,leisure__park
is there any cheap guest house open in rawalpindi right now?,guest house,cheap,en,Rawalpindi,tourism,hotel,tourism__hotel
karachi ke clifton main aik bohat bada chai wala hai.,chai wala,bada,ur,Karachi,amenity,cafe,amenity__cafe
is there any historic guest house open in lahore right now?,guest house,historic,en,Lahore,tourism,hotel,tourism__hotel
is there any clean jogging track open in rawalpindi right now?,jogging track,clean,en,Rawalpindi,leisure,park,leisure__park
islamabad ke blue area main aik bohat qareebi fashion center hai.,fashion center,qareebi,ur,Islamabad,shop,clothes,shop__clothes
karachi ke saddar main aik bohat rush wala musafir khana hai.,musafir khana,rush wala,ur,Karachi,tourism,hotel,tourism__hotel
blue area wala cloth market kaafi saaf suthra hai.,cloth market,saaf suthra,ur,Islamabad,shop,clothes,shop__clothes
mall road main jo tikka shop hai wo bohat rush wala hai.,tikka shop,rush wala,ur,Lahore,amenity,restaurant,amenity__restaurant
we visited the most affordable tea house in karachi yesterday.,tea house,affordable,en,Karachi,amenity,cafe,amenity__cafe
can you recommend a affordable grocery store around centaurus?,grocery store,affordable,en,Islamabad,shop,convenience,shop__convenience
suna hai ke karachi main sab se pur-sukoon chai wala wahan hai.,chai wala,pur-sukoon,ur,Karachi,amenity,cafe,amenity__cafe
"avoid the mini mart in f-7, it is not crowded.",mini mart,crowded,en,Islamabad,shop,convenience,shop__convenience
does rawalpindi have any oldest tuck shop for tourists?,tuck shop,oldest,en,Rawalpindi,shop,convenience,shop__convenience
islamabad ke f-11 markaz main aik bohat purana restaurant hai.,restaurant,purana,ur,Islamabad,amenity,restaurant,amenity__restaurant
is there any clean tea house open in karachi right now?,tea house,clean,en,Karachi,amenity,cafe,amenity__cafe
we visited the most nearby dining place in peshawar yesterday.,dining place,nearby,en,Peshawar,amenity,restaurant,amenity__restaurant
i am looking for a crowded cafe near tariq road.,cafe,crowded,en,Karachi,amenity,cafe,amenity__cafe
we visited the most best clothing store in peshawar yesterday.,clothing store,best,en,Peshawar,shop,clothes,shop__clothes
kya karachi main koi qareebi dukaan khula hai?,dukaan,qareebi,ur,Karachi,shop,convenience,shop__convenience
suna hai ke rawalpindi main sab se lajawab silai markaz wahan hai.,silai markaz,lajawab,ur,Rawalpindi,shop,tailor,shop__tailor
defence main jo dukaan hai wo bohat bada hai.,dukaan,bada,ur,Karachi,shop,convenience,shop__convenience
there is a famous police station in bahria town which is very best.,police station,best,en,Rawalpindi,amenity,police,amenity__police
the raja bazaar in rawalpindi has an affordable jogging track.,jogging track,affordable,en,Rawalpindi,leisure,park,leisure__park
does lahore have any historic clothing store for tourists?,clothing store,historic,en,Lahore,shop,clothes,shop__clothes
suna hai ke peshawar main sab se pur-sukoon sauda salf ki dukaan wahan hai.,sauda salf ki dukaan,pur-sukoon,ur,Peshawar,shop,convenience,shop__convenience
i am looking for a affordable precinct near karkhano.,precinct,affordable,en,Peshawar,amenity,police,amenity__police
mall road main jo police station hai wo bohat khubsurat hai.,police station,khubsurat,ur,Lahore,amenity,police,amenity__police
i am looking for a oldest clothing store near commercial market.,clothing store,oldest,en,Rawalpindi,shop,clothes,shop__clothes
agar pur-sukoon thana dhoond rahay ho to hayatabad jao.,thana,pur-sukoon,ur,Peshawar,amenity,police,amenity__police
hayatabad wala fashion center kaafi bada hai.,fashion center,bada,ur,Peshawar,shop,clothes,shop__clothes
is there any crowded fashion outlet open in rawalpindi right now?,fashion outlet,crowded,en,Rawalpindi,shop,clothes,shop__clothes
mall road wala hotel kaafi khubsurat hai.,hotel,khubsurat,ur,Lahore,tourism,hotel,tourism__hotel
kya peshawar main koi qareebi kiryana store khula hai?,kiryana store,qareebi,ur,Peshawar,shop,convenience,shop__convenience
suna hai ke lahore main sab se qareebi chai wala wahan hai.,chai wala,qareebi,ur,Lahore,amenity,cafe,amenity__cafe
i am looking for a oldest tailor shop near defence.,tailor shop,oldest,en,Karachi,shop,tailor,shop__tailor
karkhano main jo resort hai wo bohat khubsurat hai.,resort,khubsurat,ur,Peshawar,tourism,hotel,tourism__hotel
saddar wala tailor shop kaafi bada hai.,tailor shop,bada,ur,Rawalpindi,shop,tailor,shop__tailor
agar pur-sukoon dukaan dhoond rahay ho to raja bazaar jao.,dukaan,pur-sukoon,ur,Rawalpindi,shop,convenience,shop__convenience
"avoid the coffee shop in karkhano, it is not oldest.",coffee shop,oldest,en,Peshawar,amenity,cafe,amenity__cafe
the bahria town in rawalpindi has an nearby mini mart.,mini mart,nearby,en,Rawalpindi,shop,convenience,shop__convenience
is there any clean garment shop open in rawalpindi right now?,garment shop,clean,en,Rawalpindi,shop,clothes,shop__clothes
agar khubsurat park dhoond rahay ho to anarkali jao.,park,khubsurat,ur,Lahore,leisure,park,leisure__park
there is a famous grocery store in clifton which is very historic.,grocery store,historic,en,Karachi,shop,convenience,shop__convenience
is there any historic bistro open in peshawar right now?,bistro,historic,en,Peshawar,amenity,restaurant,amenity__restaurant
we visited the most famous guest house in karachi yesterday.,guest house,famous,en,Karachi,tourism,hotel,tourism__hotel
the clifton in karachi has an luxury mini mart.,mini mart,luxury,en,Karachi,shop,convenience,shop__convenience
is there any luxury resort open in peshawar right now?,resort,luxury,en,Peshawar,tourism,hotel,tourism__hotel
can you recommend a luxury hotel around university road?,hotel,luxury,en,Peshawar,tourism,hotel,tourism__hotel
i am looking for a affordable guest house near gulshan.,guest house,affordable,en,Karachi,tourism,hotel,tourism__hotel
kya lahore main koi rush wala chaye khana khula hai?,chaye khana,rush wala,ur,Lahore,amenity,cafe,amenity__cafe
is there any famous bistro open in karachi right now?,bistro,famous,en,Karachi,amenity,restaurant,amenity__restaurant
does lahore have any oldest precinct for tourists?,precinct,oldest,en,Lahore,amenity,police,amenity__police
suna hai ke lahore main sab se behtareen quetta tea hotel wahan hai.,quetta tea hotel,behtareen,ur,Lahore,amenity,cafe,amenity__cafe
raja bazaar main jo resort hai wo bohat qareebi hai.,resort,qareebi,ur,Rawalpindi,tourism,hotel,tourism__hotel
"avoid the hotel in commercial market, it is not best.",hotel,best,en,Rawalpindi,tourism,hotel,tourism__hotel
is there any crowded park open in peshawar right now?,park,crowded,en,Peshawar,leisure,park,leisure__park
karachi ke defence main aik bohat sasta thana hai.,thana,sasta,ur,Karachi,amenity,police,amenity__police
does karachi have any crowded tailor shop for tourists?,tailor shop,crowded,en,Karachi,shop,tailor,shop__tailor
can you recommend a oldest clothing store around saddar?,clothing store,oldest,en,Rawalpindi,shop,clothes,shop__clothes
can you recommend a historic cafe around saddar?,cafe,historic,en,Karachi,amenity,cafe,amenity__cafe
there is a famous jogging track in tariq road which is very oldest.,jogging track,oldest,en,Karachi,leisure,park,leisure__park
can you recommend a famous police station around gulshan?,police station,famous,en,Karachi,amenity,police,amenity__police
commercial market wala dhaba kaafi pur-sukoon hai.,dhaba,pur-sukoon,ur,Rawalpindi,amenity,restaurant,amenity__restaurant
kya peshawar main koi bada guest house khula hai?,guest house,bada,ur,Peshawar,tourism,hotel,tourism__hotel
is there any oldest tea house open in rawalpindi right now?,tea house,oldest,en,Rawalpindi,amenity,cafe,amenity__cafe
liberty market main jo tailor shop hai wo bohat mehnga hai.,tailor shop,mehnga,ur,Lahore,shop,tailor,shop__tailor
gulberg main jo quetta tea hotel hai wo bohat qareebi hai.,quetta tea hotel,qareebi,ur,Lahore,amenity,cafe,amenity__cafe
we visited the most biggest coffee shop in peshawar yesterday.,coffee shop,biggest,en,Peshawar,amenity,cafe,amenity__cafe
i am looking for a famous tea house near clifton.,tea house,famous,en,Karachi,amenity,cafe,amenity__cafe
does karachi have any oldest mini mart for tourists?,mini mart,oldest,en,Karachi,shop,convenience,shop__convenience
gulberg main jo police station hai wo bohat bada hai.,police station,bada,ur,Lahore,amenity,police,amenity__police
suna hai ke karachi main sab se khubsurat darzi wahan hai.,darzi,khubsurat,ur,Karachi,shop,tailor,shop__tailor
can you recommend a best resort around gulberg?,resort,best,en,Lahore,tourism,hotel,tourism__hotel
there is a famous cafe in defence which is very affordable.,cafe,affordable,en,Karachi,amenity,cafe,amenity__cafe
hayatabad wala bagh kaafi khubsurat hai.,bagh,khubsurat,ur,Peshawar,leisure,park,leisure__park
can you recommend a popular resort around defence?,resort,popular,en,Karachi,tourism,hotel,tourism__hotel
is there any oldest precinct open in peshawar right now?,precinct,oldest,en,Peshawar,amenity,police,amenity__police
"avoid the coffee shop in bahria town, it is not historic.",coffee shop,historic,en,Rawalpindi,amenity,cafe,amenity__cafe
karachi ke clifton main aik bohat qareebi thana hai.,thana,qareebi,ur,Karachi,amenity,police,amenity__police
we visited the most crowded tuck shop in lahore yesterday.,tuck shop,crowded,en,Lahore,shop,convenience,shop__convenience
the tariq road in karachi has an nearby fashion outlet.,fashion outlet,nearby,en,Karachi,shop,clothes,shop__clothes
hum ne anarkali main aik mashoor kapron ki dukaan dekha.,kapron ki dukaan,mashoor,ur,Lahore,shop,clothes,shop__clothes
"avoid the tea house in defence, it is not nearby.",tea house,nearby,en,Karachi,amenity,cafe,amenity__cafe
"avoid the stitching center in clifton, it is not best.",stitching center,best,en,Karachi,shop,tailor,shop__tailor
mall road main jo bagh hai wo bohat sasta hai.,bagh,sasta,ur,Lahore,leisure,park,leisure__park
hum ne gulshan main aik purana silai markaz dekha.,silai markaz,purana,ur,Karachi,shop,tailor,shop__tailor
"avoid the tuck shop in bahria town, it is not luxury.",tuck shop,luxury,en,Rawalpindi,shop,convenience,shop__convenience
i am looking for a biggest garden near saddar.,garden,biggest,en,Karachi,leisure,park,leisure__park
agar saaf suthra resort dhoond rahay ho to g-9 jao.,resort,saaf suthra,ur,Islamabad,tourism,hotel,tourism__hotel
f-11 markaz wala tailor shop kaafi lajawab hai.,tailor shop,lajawab,ur,Islamabad,shop,tailor,shop__tailor
dha wala police station kaafi rush wala hai.,police station,rush wala,ur,Lahore,amenity,police,amenity__police
can you recommend a clean garment shop around hayatabad?,garment shop,clean,en,Peshawar,shop,clothes,shop__clothes
gulberg main jo chai wala hai wo bohat khubsurat hai.,chai wala,khubsurat,ur,Lahore,amenity,cafe,amenity__cafe
is there any historic clothing store open in karachi right now?,clothing store,historic,en,Karachi,shop,clothes,shop__clothes
karachi ke defence main aik bohat pur-sukoon kapron ki dukaan hai.,kapron ki dukaan,pur-sukoon,ur,Karachi,shop,clothes,shop__clothes
g-9 wala quetta tea hotel kaafi mashoor hai.,quetta tea hotel,mashoor,ur,Islamabad,amenity,cafe,amenity__cafe
islamabad ke centaurus main aik bohat purana chai wala hai.,chai wala,purana,ur,Islamabad,amenity,cafe,amenity__cafe
does lahore have any historic garden for tourists?,garden,historic,en,Lahore,leisure,park,leisure__park
the saddar in peshawar has an best precinct.,precinct,best,en,Peshawar,amenity,police,amenity__police
we visited the most affordable precinct in karachi yesterday.,precinct,affordable,en,Karachi,amenity,police,amenity__police
we visited the most oldest coffee shop in islamabad yesterday.,coffee shop,oldest,en,Islamabad,amenity,cafe,amenity__cafe
i am looking for a clean clothing store near defence.,clothing store,clean,en,Karachi,shop,clothes,shop__clothes
there is a famous stitching center in university road which is very cheap.,stitching center,cheap,en,Peshawar,shop,tailor,shop__tailor
university road main jo khanay ka center hai wo bohat saaf suthra hai.,khanay ka center,saaf suthra,ur,Peshawar,amenity,restaurant,amenity__restaurant
university road wala park kaafi behtareen hai.,park,behtareen,ur,Peshawar,leisure,park,leisure__park
kya lahore main koi rush wala restaurant khula hai?,restaurant,rush wala,ur,Lahore,amenity,restaurant,amenity__restaurant
mujhay defence ke qareeb koi khubsurat cafe chahiye.,cafe,khubsurat,ur,Karachi,amenity,cafe,amenity__cafe
hum ne university road main aik mashoor ground dekha.,ground,mashoor,ur,Peshawar,leisure,park,leisure__park
suna hai ke rawalpindi main sab se bada darzi wahan hai.,darzi,bada,ur,Rawalpindi,shop,tailor,shop__tailor
karkhano main jo boutique hai wo bohat khubsurat hai.,boutique,khubsurat,ur,Peshawar,shop,clothes,shop__clothes
f-7 wala kiryana store kaafi mashoor hai.,kiryana store,mashoor,ur,Islamabad,shop,convenience,shop__convenience
f-11 markaz main jo tailor shop hai wo bohat mehnga hai.,tailor shop,mehnga,ur,Islamabad,shop,tailor,shop__tailor
does karachi have any clean jogging track for tourists?,jogging track,clean,en,Karachi,leisure,park,leisure__park
hum ne gulshan main aik behtareen khanay ka center dekha.,khanay ka center,behtareen,ur,Karachi,amenity,restaurant,amenity__restaurant
mall road main jo police station hai wo bohat mashoor hai.,police station,mashoor,ur,Lahore,amenity,police,amenity__police
is there any nearby clothing store open in islamabad right now?,clothing store,nearby,en,Islamabad,shop,clothes,shop__clothes
agar pur-sukoon hotel dhoond rahay ho to gulberg jao.,hotel,pur-sukoon,ur,Lahore,tourism,hotel,tourism__hotel
the centaurus in islamabad has an historic park.,park,historic,en,Islamabad,leisure,park,leisure__park
does lahore have any oldest grocery store for tourists?,grocery store,oldest,en,Lahore,shop,convenience,shop__convenience
islamabad ke f-7 main aik bohat pur-sukoon kiryana store hai.,kiryana store,pur-sukoon,ur,Islamabad,shop,convenience,shop__convenience
there is a famous dining place in commercial market which is very luxury.,dining place,luxury,en,Rawalpindi,amenity,restaurant,amenity__restaurant
agar behtareen fashion center dhoond rahay ho to anarkali jao.,fashion center,behtareen,ur,Lahore,shop,clothes,shop__clothes
does lahore have any oldest tuck shop for tourists?,tuck shop,oldest,en,Lahore,shop,convenience,shop__convenience
kya islamabad main koi mashoor hotel khula hai?,hotel,mashoor,ur,Islamabad,amenity,restaurant,amenity__restaurant
kya peshawar main koi behtareen hotel khula hai?,hotel,behtareen,ur,Peshawar,amenity,restaurant,amenity__restaurant
the gulberg in lahore has an best police station.,police station,best,en,Lahore,amenity,police,amenity__police
there is a famous tailor shop in dha which is very best.,tailor shop,best,en,Lahore,shop,tailor,shop__tailor
islamabad ke f-7 main aik bohat saaf suthra ground hai.,ground,saaf suthra,ur,Islamabad,leisure,park,leisure__park
there is a famous garden in tariq road which is very crowded.,garden,crowded,en,Karachi,leisure,park,leisure__park
lahore ke mall road main aik bohat saaf suthra silai markaz hai.,silai markaz,saaf suthra,ur,Lahore,shop,tailor,shop__tailor
blue area wala restaurant kaafi sasta hai.,restaurant,sasta,ur,Islamabad,amenity,restaurant,amenity__restaurant
can you recommend a biggest tailor shop around saddar?,tailor shop,biggest,en,Peshawar,shop,tailor,shop__tailor
g-9 main jo police station hai wo bohat sasta hai.,police station,sasta,ur,Islamabad,amenity,police,amenity__police
suna hai ke peshawar main sab se rush wala bagh wahan hai.,bagh,rush wala,ur,Peshawar,leisure,park,leisure__park
agar khubsurat fashion center dhoond rahay ho to saddar jao.,fashion center,khubsurat,ur,Rawalpindi,shop,clothes,shop__clothes
does islamabad have any biggest fashion outlet for tourists?,fashion outlet,biggest,en,Islamabad,shop,clothes,shop__clothes
suna hai ke islamabad main sab se qareebi darzi wahan hai.,darzi,qareebi,ur,Islamabad,shop,tailor,shop__tailor
i am looking for a luxury hotel near f-11 markaz.,hotel,luxury,en,Islamabad,tourism,hotel,tourism__hotel
hum ne tariq road main aik mehnga musafir khana dekha.,musafir khana,mehnga,ur,Karachi,tourism,hotel,tourism__hotel
mujhay bahria town ke qareeb koi mashoor sauda salf ki dukaan chahiye.,sauda salf ki dukaan,mashoor,ur,Rawalpindi,shop,convenience,shop__convenience
i am looking for a affordable lodge near f-7.,lodge,affordable,en,Islamabad,tourism,hotel,tourism__hotel
we visited the most crowded cafe in peshawar yesterday.,cafe,crowded,en,Peshawar,amenity,cafe,amenity__cafe
suna hai ke islamabad main sab se khubsurat kiryana store wahan hai.,kiryana store,khubsurat,ur,Islamabad,shop,convenience,shop__convenience
rawalpindi ke raja bazaar main aik bohat khubsurat police station hai.,police station,khubsurat,ur,Rawalpindi,amenity,police,amenity__police
commercial market main jo quetta tea hotel hai wo bohat mehnga hai.,quetta tea hotel,mehnga,ur,Rawalpindi,amenity,cafe,amenity__cafe
i am looking for a crowded stitching center near university road.,stitching center,crowded,en,Peshawar,shop,tailor,shop__tailor
rawalpindi ke bahria town main aik bohat behtareen boutique hai.,boutique,behtareen,ur,Rawalpindi,shop,clothes,shop__clothes
rawalpindi ke saddar main aik bohat sasta dukaan hai.,dukaan,sasta,ur,Rawalpindi,shop,convenience,shop__convenience
suna hai ke lahore main sab se rush wala darzi wahan hai.,darzi,rush wala,ur,Lahore,shop,tailor,shop__tailor
suna hai ke karachi main sab se behtareen darzi wahan hai.,darzi,behtareen,ur,Karachi,shop,tailor,shop__tailor
does islamabad have any clean tailor shop for tourists?,tailor shop,clean,en,Islamabad,shop,tailor,shop__tailor
islamabad ke g-9 main aik bohat bada resort hai.,resort,bada,ur,Islamabad,tourism,hotel,tourism__hotel
is there any affordable grocery store open in islamabad right now?,grocery store,affordable,en,Islamabad,shop,convenience,shop__convenience
can you recommend a oldest stitching center around g-9?,stitching center,oldest,en,Islamabad,shop,tailor,shop__tailor
suna hai ke lahore main sab se pur-sukoon quetta tea hotel wahan hai.,quetta tea hotel,pur-sukoon,ur,Lahore,amenity,cafe,amenity__cafe
hum ne saddar main aik sasta kapron ki dukaan dekha.,kapron ki dukaan,sasta,ur,Karachi,shop,clothes,shop__clothes
hum ne hayatabad main aik mashoor dukaan dekha.,dukaan,mashoor,ur,Peshawar,shop,convenience,shop__convenience
lahore ke liberty market main aik bohat sasta chai wala hai.,chai wala,sasta,ur,Lahore,amenity,cafe,amenity__cafe
hum ne centaurus main aik rush wala khanay ka center dekha.,khanay ka center,rush wala,ur,Islamabad,amenity,restaurant,amenity__restaurant
