sentence,extracted_noun,extracted_adj,language,city,osm_key,osm_value
I am looking for a historic tea house near Saddar.,tea house,historic,en,Karachi,amenity,cafe
Islamabad ke Blue Area main aik bohat sasta clinic hai.,clinic,sasta,ur,Islamabad,amenity,hospital
Suna hai ke Karachi main sab se rush wala chowki wahan hai.,chowki,rush wala,ur,Karachi,amenity,police
The Mall Road in Lahore has an clean Islamic center.,Islamic center,clean,en,Lahore,amenity,mosque
Liberty Market main jo clinic hai wo bohat rush wala hai.,clinic,rush wala,ur,Lahore,amenity,hospital
"Avoid the eatery in Saddar, it is not popular.",eatery,popular,en,Peshawar,amenity,restaurant
Does Islamabad have any luxury mosque for tourists?,mosque,luxury,en,Islamabad,amenity,mosque
We visited the most cheap tailor shop in Lahore yesterday.,tailor shop,cheap,en,Lahore,shop,tailor
Clifton main jo ground hai wo bohat qareebi hai.,ground,qareebi,ur,Karachi,leisure,park
I am looking for a biggest tailor shop near University Road.,tailor shop,biggest,en,Peshawar,shop,tailor
Hayatabad wala chowki kaafi mashoor hai.,chowki,mashoor,ur,Peshawar,amenity,police
"Avoid the resort in Karkhano, it is not cheap.",resort,cheap,en,Peshawar,tourism,hotel
Suna hai ke Lahore main sab se qareebi general store wahan hai.,general store,qareebi,ur,Lahore,shop,convenience
We visited the most best tailor shop in Lahore yesterday.,tailor shop,best,en,Lahore,shop,tailor
The Commercial Market in Rawalpindi has an cheap garden.,garden,cheap,en,Rawalpindi,leisure,park
The Saddar in Peshawar has an best eatery.,eatery,best,en,Peshawar,amenity,restaurant
"Avoid the playground in Blue Area, it is not luxury.",playground,luxury,en,Islamabad,leisure,park
Suna hai ke Karachi main sab se rush wala jamia masjid wahan hai.,jamia masjid,rush wala,ur,Karachi,amenity,mosque
Kya Islamabad main koi mehnga chaye khana khula hai?,chaye khana,mehnga,ur,Islamabad,amenity,cafe
University Road wala bagh kaafi pur-sukoon hai.,bagh,pur-sukoon,ur,Peshawar,leisure,park
Hum ne Gulshan main aik bada haspatal dekha.,haspatal,bada,ur,Karachi,amenity,hospital
Kya Peshawar main koi lajawab thana khula hai?,thana,lajawab,ur,Peshawar,amenity,police
Mujhay Clifton ke qareeb koi pur-sukoon guest house chahiye.,guest house,pur-sukoon,ur,Karachi,tourism,hotel
Suna hai ke Karachi main sab se sasta fashion center wahan hai.,fashion center,sasta,ur,Karachi,shop,clothes
Karkhano main jo resort hai wo bohat khubsurat hai.,resort,khubsurat,ur,Peshawar,tourism,hotel
Suna hai ke Karachi main sab se bada darzi wahan hai.,darzi,bada,ur,Karachi,shop,tailor
We visited the most popular restaurant in Karachi yesterday.,restaurant,popular,en,Karachi,amenity,restaurant
Saddar main jo clinic hai wo bohat rush wala hai.,clinic,rush wala,ur,Peshawar,amenity,hospital
Agar rush wala chowki dhoond rahay ho to F-11 Markaz jao.,chowki,rush wala,ur,Islamabad,amenity,police
Defence wala hotel kaafi behtareen hai.,hotel,behtareen,ur,Karachi,amenity,restaurant
Kya Peshawar main koi sasta eid gah khula hai?,eid gah,sasta,ur,Peshawar,amenity,mosque
The G-9 in Islamabad has an oldest boutique.,boutique,oldest,en,Islamabad,shop,clothes
Karkhano main jo hotel hai wo bohat bada hai.,hotel,bada,ur,Peshawar,tourism,hotel
Suna hai ke Islamabad main sab se lajawab kiryana store wahan hai.,kiryana store,lajawab,ur,Islamabad,shop,convenience
The Saddar in Peshawar has an luxury dining place.,dining place,luxury,en,Peshawar,amenity,restaurant
Does Lahore have any famous precinct for tourists?,precinct,famous,en,Lahore,amenity,police
Agar mehnga dukaan dhoond rahay ho to Raja Bazaar jao.,dukaan,mehnga,ur,Rawalpindi,shop,convenience
Gulberg wala ground kaafi qareebi hai.,ground,qareebi,ur,Lahore,leisure,park
The G-9 in Islamabad has an famous stitching center.,stitching center,famous,en,Islamabad,shop,tailor
Islamabad ke F-11 Markaz main aik bohat lajawab imambargah hai.,imambargah,lajawab,ur,Islamabad,amenity,mosque
I am looking for a clean tailor shop near Saddar.,tailor shop,clean,en,Rawalpindi,shop,tailor
Is there any famous police station open in Lahore right now?,police station,famous,en,Lahore,amenity,police
Raja Bazaar main jo quetta tea hotel hai wo bohat behtareen hai.,quetta tea hotel,behtareen,ur,Rawalpindi,amenity,cafe
Suna hai ke Peshawar main sab se behtareen park wahan hai.,park,behtareen,ur,Peshawar,leisure,park
Hum ne Tariq Road main aik bada darzi dekha.,darzi,bada,ur,Karachi,shop,tailor
The University Road in Peshawar has an crowded medical center.,medical center,crowded,en,Peshawar,amenity,hospital
Lahore ke Mall Road main aik bohat behtareen kiryana store hai.,kiryana store,behtareen,ur,Lahore,shop,convenience
Mujhay Saddar ke qareeb koi khubsurat ground chahiye.,ground,khubsurat,ur,Peshawar,leisure,park
Does Rawalpindi have any clean police station for tourists?,police station,clean,en,Rawalpindi,amenity,police
Hum ne Saddar main aik sasta kapron ki dukaan dekha.,kapron ki dukaan,sasta,ur,Karachi,shop,clothes
Kya Peshawar main koi saaf suthra bagh khula hai?,bagh,saaf suthra,ur,Peshawar,leisure,park
Can you recommend a historic restaurant around Blue Area?,restaurant,historic,en,Islamabad,amenity,restaurant
Kya Karachi main koi khubsurat chowki khula hai?,chowki,khubsurat,ur,Karachi,amenity,police
We visited the most historic dining place in Karachi yesterday.,dining place,historic,en,Karachi,amenity,restaurant
"Avoid the medical center in F-7, it is not affordable.",medical center,affordable,en,Islamabad,amenity,hospital
Agar sasta bagh dhoond rahay ho to Saddar jao.,bagh,sasta,ur,Karachi,leisure,park
"Avoid the lodge in Gulshan, it is not oldest.",lodge,oldest,en,Karachi,tourism,hotel
Can you recommend a popular fashion outlet around University Road?,fashion outlet,popular,en,Peshawar,shop,clothes
There is a famous guest house in Liberty Market which is very popular.,guest house,popular,en,Lahore,tourism,hotel
Kya Rawalpindi main koi rush wala fashion center khula hai?,fashion center,rush wala,ur,Rawalpindi,shop,clothes
University Road wala tailor shop kaafi purana hai.,tailor shop,purana,ur,Peshawar,shop,tailor
We visited the most affordable tea house in Karachi yesterday.,tea house,affordable,en,Karachi,amenity,cafe
Agar saaf suthra boutique dhoond rahay ho to Blue Area jao.,boutique,saaf suthra,ur,Islamabad,shop,clothes
Agar pur-sukoon guest house dhoond rahay ho to Bahria Town jao.,guest house,pur-sukoon,ur,Rawalpindi,tourism,hotel
Agar mehnga cloth market dhoond rahay ho to Blue Area jao.,cloth market,mehnga,ur,Islamabad,shop,clothes
Suna hai ke Lahore main sab se lajawab sair gah wahan hai.,sair gah,lajawab,ur,Lahore,leisure,park
Hum ne Clifton main aik behtareen shifa khana dekha.,shifa khana,behtareen,ur,Karachi,amenity,hospital
Suna hai ke Lahore main sab se qareebi chai wala wahan hai.,chai wala,qareebi,ur,Lahore,amenity,cafe
Mujhay Saddar ke qareeb koi sasta darzi chahiye.,darzi,sasta,ur,Karachi,shop,tailor
Saddar main jo masjid hai wo bohat sasta hai.,masjid,sasta,ur,Rawalpindi,amenity,mosque
Agar mashoor darzi dhoond rahay ho to Centaurus jao.,darzi,mashoor,ur,Islamabad,shop,tailor
Suna hai ke Lahore main sab se behtareen quetta tea hotel wahan hai.,quetta tea hotel,behtareen,ur,Lahore,amenity,cafe
The Defence in Karachi has an clean jogging track.,jogging track,clean,en,Karachi,leisure,park
Peshawar ke University Road main aik bohat mehnga thana hai.,thana,mehnga,ur,Peshawar,amenity,police
Hum ne Anarkali main aik sasta kiryana store dekha.,kiryana store,sasta,ur,Lahore,shop,convenience
We visited the most oldest stitching center in Peshawar yesterday.,stitching center,oldest,en,Peshawar,shop,tailor
There is a famous clinic in Defence which is very best.,clinic,best,en,Karachi,amenity,hospital
Hum ne Commercial Market main aik saaf suthra chowki dekha.,chowki,saaf suthra,ur,Rawalpindi,amenity,police
Hum ne Commercial Market main aik saaf suthra fashion center dekha.,fashion center,saaf suthra,ur,Rawalpindi,shop,clothes
Peshawar ke University Road main aik bohat sasta chowki hai.,chowki,sasta,ur,Peshawar,amenity,police
Agar mashoor tailor shop dhoond rahay ho to Saddar jao.,tailor shop,mashoor,ur,Rawalpindi,shop,tailor
We visited the most crowded grand mosque in Rawalpindi yesterday.,grand mosque,crowded,en,Rawalpindi,amenity,mosque
There is a famous mosque in Hayatabad which is very nearby.,mosque,nearby,en,Peshawar,amenity,mosque
The Saddar in Rawalpindi has an historic tea house.,tea house,historic,en,Rawalpindi,amenity,cafe
Peshawar ke Saddar main aik bohat mehnga cloth market hai.,cloth market,mehnga,ur,Peshawar,shop,clothes
Does Karachi have any clean grand mosque for tourists?,grand mosque,clean,en,Karachi,amenity,mosque
Hum ne Saddar main aik khubsurat boutique dekha.,boutique,khubsurat,ur,Peshawar,shop,clothes
Commercial Market main jo chai wala hai wo bohat behtareen hai.,chai wala,behtareen,ur,Rawalpindi,amenity,cafe
Tariq Road wala imambargah kaafi mashoor hai.,imambargah,mashoor,ur,Karachi,amenity,mosque
Mall Road main jo imambargah hai wo bohat lajawab hai.,imambargah,lajawab,ur,Lahore,amenity,mosque
Is there any crowded clinic open in Rawalpindi right now?,clinic,crowded,en,Rawalpindi,amenity,hospital
We visited the most clean garment shop in Karachi yesterday.,garment shop,clean,en,Karachi,shop,clothes
Lahore ke Anarkali main aik bohat qareebi darzi hai.,darzi,qareebi,ur,Lahore,shop,tailor
Does Peshawar have any famous hotel for tourists?,hotel,famous,en,Peshawar,tourism,hotel
Islamabad ke F-7 main aik bohat qareebi general store hai.,general store,qareebi,ur,Islamabad,shop,convenience
Hum ne Gulberg main aik saaf suthra imambargah dekha.,imambargah,saaf suthra,ur,Lahore,amenity,mosque
Is there any clean stitching center open in Islamabad right now?,stitching center,clean,en,Islamabad,shop,tailor
Mall Road main jo jamia masjid hai wo bohat bada hai.,jamia masjid,bada,ur,Lahore,amenity,mosque
I am looking for a luxury resort near Saddar.,resort,luxury,en,Peshawar,tourism,hotel
We visited the most clean convenience store in Karachi yesterday.,convenience store,clean,en,Karachi,shop,convenience
Is there any popular convenience store open in Rawalpindi right now?,convenience store,popular,en,Rawalpindi,shop,convenience
Can you recommend a luxury stitching center around Saddar?,stitching center,luxury,en,Peshawar,shop,tailor
Hum ne Bahria Town main aik mashoor guest house dekha.,guest house,mashoor,ur,Rawalpindi,tourism,hotel
We visited the most cheap restaurant in Peshawar yesterday.,restaurant,cheap,en,Peshawar,amenity,restaurant
Kya Peshawar main koi behtareen hotel khula hai?,hotel,behtareen,ur,Peshawar,amenity,restaurant
Can you recommend a affordable restaurant around G-9?,restaurant,affordable,en,Islamabad,amenity,restaurant
Defence main jo dawa khana hai wo bohat purana hai.,dawa khana,purana,ur,Karachi,amenity,hospital
Kya Lahore main koi purana sair gah khula hai?,sair gah,purana,ur,Lahore,leisure,park
Islamabad ke Centaurus main aik bohat khubsurat sauda salf ki dukaan hai.,sauda salf ki dukaan,khubsurat,ur,Islamabad,shop,convenience
Agar sasta tailor shop dhoond rahay ho to Tariq Road jao.,tailor shop,sasta,ur,Karachi,shop,tailor
"Avoid the convenience store in University Road, it is not nearby.",convenience store,nearby,en,Peshawar,shop,convenience
Can you recommend a crowded dining place around Blue Area?,dining place,crowded,en,Islamabad,amenity,restaurant
Agar pur-sukoon dukaan dhoond rahay ho to Raja Bazaar jao.,dukaan,pur-sukoon,ur,Rawalpindi,shop,convenience
I am looking for a famous tea house near Centaurus.,tea house,famous,en,Islamabad,amenity,cafe
The Karkhano in Peshawar has an cheap grocery store.,grocery store,cheap,en,Peshawar,shop,convenience
Hum ne Commercial Market main aik purana chai wala dekha.,chai wala,purana,ur,Rawalpindi,amenity,cafe
Agar lajawab bagh dhoond rahay ho to Saddar jao.,bagh,lajawab,ur,Rawalpindi,leisure,park
Kya Karachi main koi pur-sukoon police station khula hai?,police station,pur-sukoon,ur,Karachi,amenity,police
We visited the most crowded clothing store in Peshawar yesterday.,clothing store,crowded,en,Peshawar,shop,clothes
"Avoid the stitching center in University Road, it is not cheap.",stitching center,cheap,en,Peshawar,shop,tailor
Commercial Market wala sair gah kaafi pur-sukoon hai.,sair gah,pur-sukoon,ur,Rawalpindi,leisure,park
There is a famous cafe in Defence which is very affordable.,cafe,affordable,en,Karachi,amenity,cafe
There is a famous hotel in Tariq Road which is very best.,hotel,best,en,Karachi,tourism,hotel
"Avoid the police station in Clifton, it is not luxury.",police station,luxury,en,Karachi,amenity,police
I am looking for a clean convenience store near Mall Road.,convenience store,clean,en,Lahore,shop,convenience
Agar mashoor clinic dhoond rahay ho to Saddar jao.,clinic,mashoor,ur,Peshawar,amenity,hospital
Lahore ke Liberty Market main aik bohat saaf suthra sair gah hai.,sair gah,saaf suthra,ur,Lahore,leisure,park
Is there any oldest tea house open in Rawalpindi right now?,tea house,oldest,en,Rawalpindi,amenity,cafe
"Avoid the mosque in Defence, it is not best.",mosque,best,en,Karachi,amenity,mosque
Islamabad ke F-7 main aik bohat mehnga resort hai.,resort,mehnga,ur,Islamabad,tourism,hotel
Does Islamabad have any best convenience store for tourists?,convenience store,best,en,Islamabad,shop,convenience
The G-9 in Islamabad has an cheap fashion outlet.,fashion outlet,cheap,en,Islamabad,shop,clothes
Anarkali wala dawa khana kaafi behtareen hai.,dawa khana,behtareen,ur,Lahore,amenity,hospital
I am looking for a affordable hospital near DHA.,hospital,affordable,en,Lahore,amenity,hospital
Does Peshawar have any affordable garden for tourists?,garden,affordable,en,Peshawar,leisure,park
Kya Rawalpindi main koi behtareen guest house khula hai?,guest house,behtareen,ur,Rawalpindi,tourism,hotel
Can you recommend a cheap police station around Centaurus?,police station,cheap,en,Islamabad,amenity,police
Does Lahore have any crowded tea house for tourists?,tea house,crowded,en,Lahore,amenity,cafe
Islamabad ke F-11 Markaz main aik bohat saaf suthra fashion center hai.,fashion center,saaf suthra,ur,Islamabad,shop,clothes
The Tariq Road in Karachi has an clean police station.,police station,clean,en,Karachi,amenity,police
Is there any best fashion outlet open in Rawalpindi right now?,fashion outlet,best,en,Rawalpindi,shop,clothes
I am looking for a luxury cafe near Gulberg.,cafe,luxury,en,Lahore,amenity,cafe
I am looking for a affordable tea house near University Road.,tea house,affordable,en,Peshawar,amenity,cafe
Suna hai ke Lahore main sab se purana tailor shop wahan hai.,tailor shop,purana,ur,Lahore,shop,tailor
DHA wala police station kaafi rush wala hai.,police station,rush wala,ur,Lahore,amenity,police
Islamabad ke Blue Area main aik bohat sasta ground hai.,ground,sasta,ur,Islamabad,leisure,park
Can you recommend a luxury restaurant around Saddar?,restaurant,luxury,en,Rawalpindi,amenity,restaurant
Karkhano main jo police station hai wo bohat mehnga hai.,police station,mehnga,ur,Peshawar,amenity,police
I am looking for a luxury grand mosque near University Road.,grand mosque,luxury,en,Peshawar,amenity,mosque
Suna hai ke Peshawar main sab se rush wala quetta tea hotel wahan hai.,quetta tea hotel,rush wala,ur,Peshawar,amenity,cafe
Blue Area wala dukaan kaafi purana hai.,dukaan,purana,ur,Islamabad,shop,convenience
Is there any affordable lodge open in Islamabad right now?,lodge,affordable,en,Islamabad,tourism,hotel
Saddar wala police station kaafi saaf suthra hai.,police station,saaf suthra,ur,Peshawar,amenity,police
DHA wala sauda salf ki dukaan kaafi behtareen hai.,sauda salf ki dukaan,behtareen,ur,Lahore,shop,convenience
I am looking for a luxury garment shop near Mall Road.,garment shop,luxury,en,Lahore,shop,clothes
We visited the most crowded eatery in Peshawar yesterday.,eatery,crowded,en,Peshawar,amenity,restaurant
The Defence in Karachi has an historic lodge.,lodge,historic,en,Karachi,tourism,hotel
Mujhay Saddar ke qareeb koi bada dukaan chahiye.,dukaan,bada,ur,Rawalpindi,shop,convenience
Agar sasta bagh dhoond rahay ho to F-11 Markaz jao.,bagh,sasta,ur,Islamabad,leisure,park
I am looking for a affordable grocery store near Gulberg.,grocery store,affordable,en,Lahore,shop,convenience
Hum ne Saddar main aik bada police station dekha.,police station,bada,ur,Rawalpindi,amenity,police
We visited the most popular fashion outlet in Rawalpindi yesterday.,fashion outlet,popular,en,Rawalpindi,shop,clothes
"Avoid the playground in F-7, it is not biggest.",playground,biggest,en,Islamabad,leisure,park
